,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,day_added,duration_value,duration_unit,tags
41,s42,movie,Jaws,steven spielberg,roy scheider  robert shaw  richard dreyfuss  lorraine gary  murray hamilton  carl gottlieb  jeffrey kramer  susan backlinie  jonathan filley  ted grossman,United States,2021-09-16,1975,PG,124 min,['action & adventure'  'classic movies'  'dramas'],when an insatiable great white shark terrorizes amity island  a police chief  an oceanographer and a grizzled shark hunter seek to destroy the beast.,2021,September,16,124.0,min,['action & adventure' 'classic movies' 'dramas'] ['action & adventure' 'classic movies' 'dramas'] roy scheider robert shaw richard dreyfuss lorraine gary murray hamilton carl gottlieb jeffrey kramer susan backlinie jonathan filley ted grossman steven spielberg when an insatiable great white shark terrorizes amity island a police chief an oceanographer and a grizzled shark hunter seek to destroy the beast. movie
42,s43,movie,Jaws 2,jeannot szwarc,roy scheider  lorraine gary  murray hamilton  joseph mascolo  jeffrey kramer  collin wilcox paxton  ann dusenberry  mark gruner  barry coe  susan french,United States,2021-09-16,1978,PG,116 min,['dramas'  'horror movies'  'thrillers'],four years after the last deadly shark attacks  police chief martin brody fights to protect amity island from another killer great white.,2021,September,16,116.0,min,['dramas' 'horror movies' 'thrillers'] ['dramas' 'horror movies' 'thrillers'] roy scheider lorraine gary murray hamilton joseph mascolo jeffrey kramer collin wilcox paxton ann dusenberry mark gruner barry coe susan french jeannot szwarc four years after the last deadly shark attacks police chief martin brody fights to protect amity island from another killer great white. movie
43,s44,movie,Jaws 3,joe alves,dennis quaid  bess armstrong  simon maccorkindale  louis gossett jr.  john putch  lea thompson  p.h. moriarty  dan blasko  liz morris  lisa maurer,United States,2021-09-16,1983,PG,98 min,['action & adventure'  'horror movies'  'thrillers'],after the staff of a marine theme park try to capture a young great white shark  they discover its mother has invaded the enclosure and is out for blood.,2021,September,16,98.0,min,['action & adventure' 'horror movies' 'thrillers'] ['action & adventure' 'horror movies' 'thrillers'] dennis quaid bess armstrong simon maccorkindale louis gossett jr. john putch lea thompson p.h. moriarty dan blasko liz morris lisa maurer joe alves after the staff of a marine theme park try to capture a young great white shark they discover its mother has invaded the enclosure and is out for blood. movie
44,s45,movie,Jaws: The Revenge,joseph sargent,lorraine gary  lance guest  mario van peebles  karen young  michael caine  judith barsi  mitchell anderson  lynn whitfield,United States,2021-09-16,1987,PG-13,91 min,['action & adventure'  'horror movies'  'thrillers'],after another deadly shark attack  ellen brody has had enough of amity island and moves to the caribbean – but a great white shark follows her there.,2021,September,16,91.0,min,['action & adventure' 'horror movies' 'thrillers'] ['action & adventure' 'horror movies' 'thrillers'] lorraine gary lance guest mario van peebles karen young michael caine judith barsi mitchell anderson lynn whitfield joseph sargent after another deadly shark attack ellen brody has had enough of amity island and moves to the caribbean – but a great white shark follows her there. movie
45,s46,movie,My Heroes Were Cowboys,tyler greco,unknown,Unknown,2021-09-16,2021,PG,23 min,['documentaries'],robin wiltshire's painful childhood was rescued by westerns. now he lives on the frontier of his dreams  training the horses he loves for the big screen.,2021,September,16,23.0,min,['documentaries'] ['documentaries'] unknown tyler greco robin wiltshire's painful childhood was rescued by westerns. now he lives on the frontier of his dreams training the horses he loves for the big screen. movie
46,s47,movie,Safe House,daniel espinosa,denzel washington  ryan reynolds  vera farmiga  brendan gleeson  sam shepard  rubén blades  nora arnezeder  robert patrick  liam cunningham  joel kinnaman,South Africa,2021-09-16,2012,R,115 min,['action & adventure'],young cia operative matt weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,2021,September,16,115.0,min,['action & adventure'] ['action & adventure'] denzel washington ryan reynolds vera farmiga brendan gleeson sam shepard rubén blades nora arnezeder robert patrick liam cunningham joel kinnaman daniel espinosa young cia operative matt weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location. movie
47,s48,tv show,The Smart Money Woman,bunmi ajakaiye,osas ighodaro  ini dima-okojie  kemi lala akindoju  toni tones  ebenezer eno  eso okolocha dike  patrick diabuah  karibi fubara  temisan emmanuel  timini egbuson,Unknown,2021-09-16,2020,TV-MA,1 Season,['international tv shows'  'romantic tv shows'  'tv comedies'],five glamorous millennials strive for success as they juggle careers  finances  love and friendships. based on arese ugwu's 2016 best-selling novel.,2021,September,16,1.0,Season,['international tv shows' 'romantic tv shows' 'tv comedies'] ['international tv shows' 'romantic tv shows' 'tv comedies'] osas ighodaro ini dima-okojie kemi lala akindoju toni tones ebenezer eno eso okolocha dike patrick diabuah karibi fubara temisan emmanuel timini egbuson bunmi ajakaiye five glamorous millennials strive for success as they juggle careers finances love and friendships. based on arese ugwu's 2016 best-selling novel. tv show
48,s49,movie,Training Day,antoine fuqua,denzel washington  ethan hawke  scott glenn  tom berenger  harris yulin  raymond j. barry  cliff curtis  dr. dre  snoop dogg  macy gray  eva mendes,United States,2021-09-16,2001,R,122 min,['dramas'  'thrillers'],a rookie cop with one day to prove himself to a veteran lapd narcotics officer receives a crash course in his mentor's questionable brand of justice.,2021,September,16,122.0,min,['dramas' 'thrillers'] ['dramas' 'thrillers'] denzel washington ethan hawke scott glenn tom berenger harris yulin raymond j. barry cliff curtis dr. dre snoop dogg macy gray eva mendes antoine fuqua a rookie cop with one day to prove himself to a veteran lapd narcotics officer receives a crash course in his mentor's questionable brand of justice. movie
49,s50,tv show,Castle and Castle,unknown,richard mofe-damijo  dakore akande  bimbo manuel  blossom chukwujekwu  deyemi okanlawon  etim effiong  denola grey  duke akintola  eku edewor  ade laoye  anee icha  kevin ushi  jude chukwuka  amanda afolabi,Nigeria,2021-09-15,2021,TV-MA,2 Seasons,['international tv shows'  'tv dramas'],a pair of high-powered  successful lawyers find themselves defending opposite interests of the justice system  causing a strain on their happy marriage.,2021,September,15,2.0,Seasons,['international tv shows' 'tv dramas'] ['international tv shows' 'tv dramas'] richard mofe-damijo dakore akande bimbo manuel blossom chukwujekwu deyemi okanlawon etim effiong denola grey duke akintola eku edewor ade laoye anee icha kevin ushi jude chukwuka amanda afolabi unknown a pair of high-powered successful lawyers find themselves defending opposite interests of the justice system causing a strain on their happy marriage. tv show
50,s51,tv show,Dharmakshetra,unknown,kashmira irani  chandan anand  dinesh mehta  ankit arora  pushkar goggiaa  anjali rana  aarya dharmchand kumar  amit behl  maleeka ghai,India,2021-09-15,2014,TV-PG,1 Season,['international tv shows'  'tv dramas'  'tv sci-fi & fantasy'],after the ancient great war  the god chitragupta oversees a trial to determine who were the battle's true heroes and villains.,2021,September,15,1.0,Season,['international tv shows' 'tv dramas' 'tv sci-fi & fantasy'] ['international tv shows' 'tv dramas' 'tv sci-fi & fantasy'] kashmira irani chandan anand dinesh mehta ankit arora pushkar goggiaa anjali rana aarya dharmchand kumar amit behl maleeka ghai unknown after the ancient great war the god chitragupta oversees a trial to determine who were the battle's true heroes and villains. tv show
51,s52,movie,InuYasha the Movie 2: The Castle Beyond the Looking Glass,toshiya shinohara,kappei yamaguchi  satsuki yukino  mieko harada  koji tsujitani  houko kuwashima  kumiko watanabe  noriko hidaka  kenichi ogata  toshiyuki morikawa  izumi ogami,Japan,2021-09-15,2002,TV-14,99 min,['action & adventure'  'anime features'  'international movies'],with their biggest foe seemingly defeated  inuyasha and his friends return to everyday life. but the peace is soon shattered by an emerging new enemy.,2021,September,15,99.0,min,['action & adventure' 'anime features' 'international movies'] ['action & adventure' 'anime features' 'international movies'] kappei yamaguchi satsuki yukino mieko harada koji tsujitani houko kuwashima kumiko watanabe noriko hidaka kenichi ogata toshiyuki morikawa izumi ogami toshiya shinohara with their biggest foe seemingly defeated inuyasha and his friends return to everyday life. but the peace is soon shattered by an emerging new enemy. movie
52,s53,movie,InuYasha the Movie 3: Swords of an Honorable Ruler,toshiya shinohara,kappei yamaguchi  satsuki yukino  koji tsujitani  houko kuwashima  kumiko watanabe  ken narita  akio otsuka  kikuko inoue,Japan,2021-09-15,2003,TV-14,99 min,['action & adventure'  'anime features'  'international movies'],the great dog demon beaqueathed one of the three swords of the fang to each of his two sons. now the evil power of the third sword has been awakened.,2021,September,15,99.0,min,['action & adventure' 'anime features' 'international movies'] ['action & adventure' 'anime features' 'international movies'] kappei yamaguchi satsuki yukino koji tsujitani houko kuwashima kumiko watanabe ken narita akio otsuka kikuko inoue toshiya shinohara the great dog demon beaqueathed one of the three swords of the fang to each of his two sons. now the evil power of the third sword has been awakened. movie
53,s54,movie,InuYasha the Movie 4: Fire on the Mystic Island,toshiya shinohara,kappei yamaguchi  satsuki yukino  koji tsujitani  houko kuwashima  kumiko watanabe  noriko hidaka  ken narita  cho  mamiko noto  nobutoshi canna,Japan,2021-09-15,2004,TV-PG,88 min,['action & adventure'  'anime features'  'international movies'],ai  a young half-demon who has escaped from horai island to try to help her people  returns with potential saviors inuyasha  sesshomaru and kikyo.,2021,September,15,88.0,min,['action & adventure' 'anime features' 'international movies'] ['action & adventure' 'anime features' 'international movies'] kappei yamaguchi satsuki yukino koji tsujitani houko kuwashima kumiko watanabe noriko hidaka ken narita cho mamiko noto nobutoshi canna toshiya shinohara ai a young half-demon who has escaped from horai island to try to help her people returns with potential saviors inuyasha sesshomaru and kikyo. movie
54,s55,movie,InuYasha the Movie: Affections Touching Across Time,toshiya shinohara,kappei yamaguchi  satsuki yukino  koji tsujitani  houko kuwashima  kumiko watanabe  kenichi ogata  noriko hidaka  hisako kyoda  ken narita  tomokazu seki,Japan,2021-09-15,2001,TV-PG,100 min,['action & adventure'  'anime features'  'international movies'],a powerful demon has been sealed away for 200 years. but when the demon's son is awakened  the fate of the world is in jeopardy.,2021,September,15,100.0,min,['action & adventure' 'anime features' 'international movies'] ['action & adventure' 'anime features' 'international movies'] kappei yamaguchi satsuki yukino koji tsujitani houko kuwashima kumiko watanabe kenichi ogata noriko hidaka hisako kyoda ken narita tomokazu seki toshiya shinohara a powerful demon has been sealed away for 200 years. but when the demon's son is awakened the fate of the world is in jeopardy. movie
55,s56,tv show,Nailed It,unknown,nicole byer  jacques torres,United States,2021-09-15,2021,TV-PG,6 Seasons,['reality tv'],home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10 000 prize. it's part reality contest  part hot mess.,2021,September,15,6.0,Seasons,['reality tv'] ['reality tv'] nicole byer jacques torres unknown home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10 000 prize. it's part reality contest part hot mess. tv show
